SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2514777,327432,Cash loans,25539.885,270000.0,323248.5,,270000.0,THURSDAY,9,Y,1,,,,XNA,Refused,-792,XNA,LIMIT,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,,,,,,
2680686,118467,Cash loans,43296.975,1467000.0,1641280.5,,1467000.0,SATURDAY,15,Y,1,,,,XNA,Refused,-889,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low,,,,,,
2596233,209660,Consumer loans,6230.025,50760.0,57483.0,0.0,50760.0,SATURDAY,16,Y,1,0.0,,,XAP,Approved,-431,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Regional / Local,30,Consumer electronics,12.0,middle,POS household with interest,365243.0,-401.0,-71.0,-71.0,-66.0,1.0
1113228,141301,Revolving loans,7875.0,157500.0,157500.0,0.0,157500.0,SATURDAY,10,Y,1,0.0,,,XAP,Refused,-561,XNA,HC,,New,XNA,Cards,walk-in,Country-wide,30,Connectivity,0.0,XNA,Card Street,,,,,,
2821194,333684,Consumer loans,10951.2,86220.0,98217.0,0.0,86220.0,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-1280,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,100,Furniture,12.0,high,POS industry with interest,365243.0,-1249.0,-919.0,-919.0,-915.0,0.0
2246724,380779,Cash loans,20179.35,270000.0,342891.0,,270000.0,THURSDAY,14,Y,1,,,,XNA,Approved,-1439,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-1409.0,-719.0,-719.0,-715.0,1.0
2074497,190684,Cash loans,53144.82,1687500.0,1887975.0,,1687500.0,MONDAY,15,Y,1,,,,XNA,Approved,-652,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-622.0,1148.0,365243.0,365243.0,1.0
2123924,358372,Consumer loans,9745.875,176827.5,159142.5,17685.0,176827.5,TUESDAY,19,Y,1,0.1089229487906164,,,XAP,Refused,-1045,Cash through the bank,LIMIT,Family,Repeater,Computers,POS,XNA,Country-wide,1000,Consumer electronics,24.0,middle,POS household with interest,,,,,,
1078804,340205,Consumer loans,16701.3,151830.0,151830.0,0.0,151830.0,SUNDAY,16,Y,1,0.0,,,XAP,Approved,-186,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Regional / Local,100,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-156.0,114.0,-6.0,-4.0,0.0
1254370,179434,Consumer loans,,32962.5,32962.5,0.0,32962.5,THURSDAY,14,Y,1,0.0,,,XAP,Unused offer,-1134,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,85,Connectivity,,XNA,POS mobile with interest,,,,,,
2422632,142613,Cash loans,,0.0,0.0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-130,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1728770,409495,Consumer loans,10073.925,51705.0,49396.5,10341.0,51705.0,TUESDAY,18,Y,1,0.188529635336415,,,XAP,Approved,-510,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,60,Connectivity,6.0,high,POS mobile with interest,365243.0,-479.0,-329.0,-329.0,-323.0,0.0
2816336,363203,Cash loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-417,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1944268,364658,Consumer loans,4152.735,24660.0,19728.0,4932.0,24660.0,SUNDAY,16,Y,1,0.2178181818181818,,,XAP,Approved,-1359,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,23,Connectivity,5.0,low_normal,POS mobile without interest,365243.0,-1324.0,-1204.0,-1204.0,-1197.0,0.0
2461938,137215,Consumer loans,4165.875,30555.0,34744.5,3055.5,30555.0,THURSDAY,5,Y,1,0.0880348484848484,,,XAP,Approved,-1770,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,365243.0,-1722.0,-1392.0,-1392.0,-1389.0,0.0
1179431,177475,Cash loans,28742.67,450000.0,491580.0,,450000.0,THURSDAY,10,Y,1,,,,XNA,Approved,-568,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-538.0,152.0,365243.0,365243.0,1.0
2023995,318679,Cash loans,16056.81,202500.0,222547.5,,202500.0,MONDAY,20,Y,1,,,,XNA,Approved,-870,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,18.0,middle,Cash X-Sell: middle,,,,,,
2519309,439251,Consumer loans,9176.4,203467.5,203467.5,0.0,203467.5,WEDNESDAY,14,Y,1,0.0,,,XAP,Refused,-1637,Cash through the bank,LIMIT,Family,Repeater,Audio/Video,POS,XNA,Country-wide,400,Consumer electronics,24.0,low_action,POS household without interest,,,,,,
2039578,388799,Consumer loans,3120.255,47565.0,47565.0,0.0,47565.0,THURSDAY,13,Y,1,0.0,,,XAP,Refused,-1132,Cash through the bank,SCO,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,10,Construction,18.0,low_normal,POS industry with interest,,,,,,
2052504,135699,Cash loans,,0.0,0.0,,,MONDAY,9,Y,1,,,,XNA,Canceled,-110,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2205592,431189,Cash loans,,0.0,0.0,,,SUNDAY,13,Y,1,,,,XNA,Canceled,-255,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),6,XNA,,XNA,Cash,,,,,,
2833236,251288,Cash loans,19281.96,225000.0,247275.0,,225000.0,THURSDAY,12,Y,1,,,,XNA,Approved,-932,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-902.0,-392.0,-572.0,-565.0,1.0
2622852,220688,Consumer loans,4076.19,18382.5,14706.0,3676.5,18382.5,MONDAY,14,Y,1,0.2178181818181818,,,XAP,Approved,-1072,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,63,Connectivity,4.0,high,POS mobile without interest,365243.0,-1033.0,-943.0,-943.0,-940.0,0.0
1248684,178585,Consumer loans,4054.545,26649.0,25564.5,2668.5,26649.0,TUESDAY,12,Y,1,0.1029376648216304,,,XAP,Approved,-2360,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,50,Connectivity,8.0,low_normal,POS mobile with interest,365243.0,-2329.0,-2119.0,-2119.0,-2117.0,1.0
2384362,435678,Consumer loans,4786.695,29475.0,23850.0,6750.0,29475.0,SATURDAY,15,Y,1,0.2402406417112299,,,XAP,Approved,-2802,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,105,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2771.0,-2621.0,-2621.0,-2612.0,1.0
1835714,238426,Cash loans,18927.99,90000.0,95940.0,,90000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-238,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,high,Cash X-Sell: high,365243.0,-208.0,-58.0,-118.0,-115.0,1.0
1738753,376334,Consumer loans,11374.155,97596.0,98464.5,9760.5,97596.0,SATURDAY,16,Y,1,0.0982219618219618,,,XAP,Approved,-163,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,939,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-133.0,137.0,365243.0,365243.0,1.0
2429261,322878,Consumer loans,4703.49,38520.0,43096.5,0.0,38520.0,WEDNESDAY,19,Y,1,0.0,,,XAP,Approved,-69,Cash through the bank,XAP,,Repeater,Jewelry,POS,XNA,Regional / Local,60,XNA,12.0,middle,POS industry with interest,365243.0,-37.0,293.0,365243.0,365243.0,0.0
1095963,441444,Revolving loans,7875.0,157500.0,157500.0,,157500.0,THURSDAY,14,Y,1,,,,XAP,Approved,-919,XNA,XAP,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-917.0,-870.0,365243.0,-383.0,365243.0,0.0
1891598,381316,Consumer loans,3674.655,36751.5,33075.0,3676.5,36751.5,FRIDAY,13,Y,1,0.1089490966973518,,,XAP,Approved,-2909,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,149,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-2857.0,-2587.0,-2707.0,-2683.0,0.0
1173205,267127,Cash loans,,0.0,0.0,,,MONDAY,13,Y,1,,,,XNA,Canceled,-273,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1707845,195457,Cash loans,,0.0,0.0,,,MONDAY,7,Y,1,,,,XNA,Canceled,-386,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1973705,357822,Cash loans,31498.875,315000.0,332046.0,,315000.0,WEDNESDAY,12,Y,1,,,,Repairs,Approved,-168,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,low_normal,Cash Street: low,365243.0,-138.0,192.0,365243.0,365243.0,1.0
2010771,373512,Consumer loans,7622.415,151911.0,169011.0,0.0,151911.0,THURSDAY,10,Y,1,0.0,,,XAP,Approved,-1500,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,700,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1469.0,-779.0,-929.0,-923.0,0.0
2361426,135355,Cash loans,,0.0,0.0,,,SUNDAY,8,Y,1,,,,XNA,Canceled,-262,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2799946,183838,Revolving loans,,0.0,0.0,,,TUESDAY,14,Y,1,,,,XAP,Canceled,-233,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1920570,395848,Cash loans,12090.33,189000.0,189000.0,0.0,189000.0,WEDNESDAY,10,Y,1,0.0,,,XNA,Approved,-1608,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,24.0,middle,Cash X-Sell: middle,365243.0,-1578.0,-888.0,-888.0,-883.0,0.0
2817820,235205,Consumer loans,8419.59,162949.5,162949.5,0.0,162949.5,MONDAY,11,Y,1,0.0,,,XAP,Approved,-261,Cash through the bank,XAP,Unaccompanied,New,Medicine,POS,XNA,Stone,50,Industry,24.0,low_normal,POS other with interest,365243.0,-228.0,462.0,365243.0,365243.0,0.0
1972109,220384,Cash loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XNA,Canceled,-266,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1131312,186765,Consumer loans,6848.46,59332.5,58684.5,5935.5,59332.5,FRIDAY,13,Y,1,0.1000355786275006,,,XAP,Approved,-2311,XNA,XAP,,New,Mobile,POS,XNA,Country-wide,10,Connectivity,12.0,high,POS mobile with interest,365243.0,-2207.0,-1877.0,-1937.0,-1931.0,0.0
2410843,142512,Cash loans,16591.5,135000.0,135000.0,0.0,135000.0,WEDNESDAY,12,Y,1,0.0,,,XNA,Approved,-2792,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,10.0,middle,Cash Street: middle,365243.0,-2762.0,-2492.0,-2492.0,-2487.0,0.0
1702257,253285,Cash loans,48337.11,675000.0,721332.0,,675000.0,MONDAY,12,Y,1,,,,XNA,Refused,-841,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle,,,,,,
1086537,289576,Consumer loans,3494.115,25686.0,28737.0,0.0,25686.0,MONDAY,17,Y,1,0.0,,,XAP,Approved,-321,Cash through the bank,XAP,,New,Photo / Cinema Equipment,POS,XNA,Country-wide,50,Connectivity,12.0,high,POS mobile with interest,365243.0,-281.0,49.0,-131.0,-126.0,0.0
2085821,167063,Cash loans,10950.435,112500.0,150480.0,0.0,112500.0,MONDAY,14,Y,1,0.0,,,XNA,Approved,-1922,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,,,,,,
1430152,196358,Consumer loans,5813.955,22050.0,18634.5,4050.0,22050.0,FRIDAY,16,Y,1,0.1944419397305729,,,XAP,Approved,-1167,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,50,Connectivity,4.0,high,POS mobile with interest,365243.0,-1131.0,-1041.0,-1041.0,-1031.0,0.0
1103478,416688,Cash loans,25026.48,495000.0,553806.0,,495000.0,SATURDAY,10,Y,1,,,,XNA,Approved,-405,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-375.0,675.0,365243.0,365243.0,1.0
2468598,390189,Consumer loans,9427.545,160564.5,209268.0,0.0,160564.5,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-746,Cash through the bank,XAP,Family,Refreshed,Consumer Electronics,POS,XNA,Country-wide,1000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-715.0,-25.0,-85.0,-81.0,0.0
1168469,378880,Cash loans,18933.66,184500.0,263187.0,,184500.0,FRIDAY,10,Y,1,,,,Repairs,Refused,-356,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30.0,high,Cash Street: high,,,,,,
2497704,144178,Consumer loans,6388.875,48330.0,31833.0,18000.0,48330.0,TUESDAY,9,Y,1,0.3933866386458041,,,XAP,Approved,-2741,Cash through the bank,XAP,Other_B,New,Mobile,POS,XNA,Country-wide,35,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2710.0,-2560.0,-2560.0,-2547.0,1.0
2543481,279432,Consumer loans,10606.95,60057.0,65637.0,6007.5,60057.0,TUESDAY,9,Y,1,0.0913219247306302,,,XAP,Approved,-960,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,10,Connectivity,8.0,high,POS mobile with interest,365243.0,-928.0,-718.0,-778.0,-773.0,0.0
1900567,305938,Consumer loans,11103.615,50976.0,54445.5,5098.5,50976.0,TUESDAY,15,Y,1,0.0932542321644498,,,XAP,Approved,-650,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,83,Connectivity,6.0,high,POS mobile with interest,365243.0,-619.0,-469.0,-529.0,-526.0,0.0
1640834,238116,Consumer loans,8226.045,71955.0,79555.5,0.0,71955.0,TUESDAY,15,Y,1,0.0,,,XAP,Approved,-437,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,200,Consumer electronics,12.0,middle,POS household with interest,365243.0,-406.0,-76.0,-76.0,-68.0,0.0
1594492,299864,Consumer loans,9899.865,66109.14,52884.0,13225.14,66109.14,SUNDAY,11,Y,1,0.2178727441539029,,,XAP,Approved,-1626,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,2000,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1579.0,-1429.0,-1489.0,-1486.0,0.0
1994313,193242,Cash loans,67763.565,900000.0,939204.0,,900000.0,FRIDAY,8,Y,1,,,,XNA,Approved,-671,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-641.0,-131.0,-461.0,-459.0,1.0
2157015,318798,Cash loans,14066.235,193500.0,249565.5,,193500.0,TUESDAY,15,Y,1,,,,XNA,Refused,-137,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,,,,,,
2634035,117607,Consumer loans,2906.325,15705.0,14134.5,1570.5,15705.0,THURSDAY,18,Y,1,0.1089090909090909,,,XAP,Refused,-728,XNA,LIMIT,,Repeater,Mobile,POS,XNA,Country-wide,54,Connectivity,6.0,high,POS mobile with interest,,,,,,
2421957,436833,Revolving loans,,0.0,0.0,,,FRIDAY,13,Y,1,,,,XAP,Canceled,-366,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1816914,105601,Consumer loans,13876.965,105480.0,114129.0,2250.0,105480.0,SATURDAY,11,Y,1,0.0210558137245941,,,XAP,Approved,-283,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,25,Connectivity,12.0,high,POS mobile with interest,365243.0,-253.0,77.0,-13.0,-9.0,1.0
1441863,392949,Cash loans,18360.99,157500.0,167895.0,0.0,157500.0,WEDNESDAY,13,Y,1,0.0,,,XNA,Approved,-2407,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,high,Cash Street: high,365243.0,-2377.0,-2047.0,-2047.0,-2039.0,1.0
2752073,194928,Consumer loans,,124011.0,124011.0,0.0,124011.0,THURSDAY,16,Y,1,0.0,,,XAP,Unused offer,-1371,Cash through the bank,CLIENT,,Repeater,Computers,XNA,XNA,Country-wide,40,Connectivity,,XNA,POS mobile with interest,,,,,,
1838067,351309,Revolving loans,,0.0,0.0,,,SATURDAY,13,Y,1,,,,XAP,Canceled,-217,XNA,XAP,,New,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1522233,433225,Consumer loans,6751.89,50121.0,35239.5,16542.0,50121.0,MONDAY,19,Y,1,0.3479185002014583,,,XAP,Approved,-2807,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,43,Connectivity,6.0,middle,POS mobile with interest,365243.0,-2776.0,-2626.0,-2716.0,-2577.0,1.0
1643252,433042,Consumer loans,6056.01,59368.5,59071.5,5940.0,59368.5,FRIDAY,8,Y,1,0.0995085484875752,,,XAP,Approved,-440,XNA,XAP,,Repeater,Auto Accessories,POS,XNA,Stone,200,Auto technology,12.0,middle,POS other with interest,365243.0,-405.0,-75.0,-195.0,-186.0,0.0
2063099,452890,Consumer loans,5432.22,45000.0,43843.5,4500.0,45000.0,TUESDAY,11,Y,1,0.1013767950377835,,,XAP,Approved,-1819,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Stone,11,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1780.0,-1510.0,-1510.0,-1324.0,0.0
1626003,356804,Cash loans,25992.54,337500.0,384277.5,,337500.0,TUESDAY,10,Y,1,,,,XNA,Refused,-1134,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,,,,,,
2399542,203797,Consumer loans,41988.96,621414.0,621414.0,0.0,621414.0,SATURDAY,19,Y,1,0.0,,,XAP,Refused,-592,Cash through the bank,HC,,New,Furniture,POS,XNA,Stone,8636,Furniture,16.0,low_action,POS industry without interest,,,,,,
2504392,227977,Consumer loans,3977.325,36157.5,36157.5,0.0,36157.5,FRIDAY,18,Y,1,0.0,,,XAP,Approved,-826,Cash through the bank,XAP,Family,Refreshed,Audio/Video,POS,XNA,Country-wide,3303,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-793.0,-523.0,-703.0,-697.0,0.0
1724010,233816,Consumer loans,8397.72,161955.0,183276.0,16195.5,161955.0,SUNDAY,13,Y,1,0.0884255235368552,,,XAP,Approved,-1080,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,1100,Consumer electronics,36.0,middle,POS household with interest,365243.0,-1049.0,1.0,-329.0,-323.0,0.0
2290532,168370,Consumer loans,4382.82,86940.0,96772.5,0.0,86940.0,FRIDAY,18,Y,1,0.0,,,XAP,Approved,-472,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,1000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-441.0,249.0,365243.0,365243.0,0.0
2679752,428206,Revolving loans,4500.0,90000.0,90000.0,,90000.0,TUESDAY,18,Y,1,,,,XAP,Refused,-580,XNA,HC,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),4,XNA,0.0,XNA,Card Street,,,,,,
1218836,149932,Consumer loans,,100336.5,100336.5,,100336.5,SUNDAY,9,Y,1,,,,XAP,Refused,-1193,Cash through the bank,LIMIT,"Spouse, partner",Repeater,Computers,XNA,XNA,Country-wide,1759,Consumer electronics,,XNA,POS household with interest,,,,,,
1405230,107943,Revolving loans,6750.0,0.0,135000.0,,,FRIDAY,16,Y,1,,,,XAP,Approved,-1071,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,-1029.0,-999.0,365243.0,365243.0,365243.0,0.0
2039495,163542,Cash loans,,225000.0,225000.0,0.0,225000.0,SATURDAY,13,Y,1,0.0,,,XNA,Refused,-331,XNA,SCOFR,,Refreshed,XNA,XNA,XNA,Country-wide,20,Connectivity,,XNA,Cash,,,,,,
1651371,216764,Consumer loans,13947.345,146781.0,149971.5,16200.0,146781.0,MONDAY,11,Y,1,0.1061750825338443,,,XAP,Refused,-1976,Cash through the bank,HC,,New,Mobile,POS,XNA,Country-wide,41,Connectivity,18.0,high,POS mobile with interest,,,,,,
2690111,232560,Cash loans,10894.095,135000.0,149850.0,,135000.0,TUESDAY,7,Y,1,,,,XNA,Refused,-2907,XNA,SCO,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,20.0,middle,Cash Street: middle,,,,,,
1593456,406634,Consumer loans,28634.4,436500.0,436500.0,0.0,436500.0,THURSDAY,14,Y,1,0.0,,,XAP,Approved,-719,Cash through the bank,XAP,"Spouse, partner",Repeater,Furniture,POS,XNA,Country-wide,85,Industry,18.0,low_normal,POS other with interest,365243.0,-688.0,-178.0,-178.0,-170.0,0.0
1565708,277961,Consumer loans,5511.87,101016.0,122350.5,0.0,101016.0,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-368,Cash through the bank,XAP,,Refreshed,Computers,POS,XNA,Country-wide,1200,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-337.0,353.0,365243.0,365243.0,0.0
2027642,430761,Cash loans,18702.495,135000.0,164223.0,0.0,135000.0,THURSDAY,11,Y,1,0.0,,,Other,Approved,-1879,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-1847.0,-1517.0,-1517.0,-1509.0,0.0
2723716,450702,Cash loans,18666.0,360000.0,360000.0,0.0,360000.0,MONDAY,9,Y,1,0.0,,,XNA,Refused,-2292,Cash through the bank,LIMIT,,Repeater,XNA,Cash,x-sell,Country-wide,1,Consumer electronics,36.0,middle,Cash Street: middle,,,,,,
1718554,391443,Consumer loans,2060.685,45499.5,45499.5,0.0,45499.5,FRIDAY,12,Y,1,0.0,,,XAP,Refused,-699,Cash through the bank,SCO,,New,Furniture,POS,XNA,Stone,100,Furniture,24.0,low_action,POS industry without interest,,,,,,
2636351,188062,Cash loans,31984.695,270000.0,320103.0,,270000.0,SATURDAY,15,Y,1,,,,XNA,Approved,-809,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-779.0,-449.0,-449.0,-444.0,1.0
2736728,163640,Cash loans,23366.205,225000.0,239850.0,,225000.0,MONDAY,11,Y,1,,,,XNA,Approved,-286,Cash through the bank,XAP,Other_B,Repeater,XNA,Cash,x-sell,Country-wide,400,Consumer electronics,12.0,low_normal,Cash X-Sell: low,365243.0,-256.0,74.0,365243.0,365243.0,1.0
2149887,121813,Revolving loans,18000.0,0.0,360000.0,,,SATURDAY,4,Y,1,,,,XAP,Approved,-579,XNA,XAP,,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-576.0,-529.0,365243.0,-133.0,365243.0,0.0
1854762,346620,Cash loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XNA,Canceled,-189,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1256871,270248,Consumer loans,3814.155,24840.0,23602.5,2700.0,24840.0,SUNDAY,15,Y,1,0.111797184851077,,,XAP,Approved,-1712,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,8.0,high,POS mobile with interest,365243.0,-1617.0,-1407.0,-1407.0,-1383.0,0.0
1327194,389968,Cash loans,27189.99,630000.0,694863.0,,630000.0,FRIDAY,15,Y,1,,,,Repairs,Approved,-633,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,36.0,low_normal,Cash Street: low,365243.0,-601.0,449.0,-421.0,-414.0,0.0
2801127,195212,Cash loans,24523.83,432000.0,523237.5,,432000.0,MONDAY,13,Y,1,,,,XNA,Approved,-149,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-119.0,1291.0,365243.0,365243.0,1.0
1106726,440244,Cash loans,7262.73,90000.0,99900.0,,90000.0,TUESDAY,12,Y,1,,,,XNA,Approved,-2913,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,20.0,middle,Cash Street: middle,365243.0,-2883.0,-2313.0,-2313.0,-2306.0,1.0
1337077,274922,Consumer loans,7095.735,157333.5,157333.5,0.0,157333.5,MONDAY,15,Y,1,0.0,,,XAP,Approved,-1059,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,875,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1028.0,-338.0,-338.0,-332.0,0.0
1813126,286478,Consumer loans,5063.67,42705.0,42232.5,4275.0,42705.0,FRIDAY,14,Y,1,0.1001099529401415,,,XAP,Refused,-1567,Cash through the bank,HC,,Repeater,Mobile,POS,XNA,Stone,80,Connectivity,12.0,high,POS mobile with interest,,,,,,
