SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2785180,201271,-13,24.0,2.0,Active,0,0
1366924,441867,-59,6.0,6.0,Active,0,0
1356579,405250,-56,14.0,11.0,Active,0,0
2316035,144905,-36,6.0,2.0,Active,0,0
1213093,439829,-51,8.0,0.0,Active,46,0
2439033,369467,-13,48.0,12.0,Active,0,0
2157414,451647,-69,10.0,10.0,Active,0,0
2788576,441120,-44,12.0,9.0,Active,0,0
2027447,365597,-15,12.0,4.0,Active,0,0
2344247,113584,-8,48.0,47.0,Active,0,0
1162628,318583,-52,5.0,2.0,Active,0,0
2459807,430732,-33,36.0,33.0,Active,0,0
1541609,378483,-15,5.0,0.0,Completed,0,0
1434570,361373,-17,24.0,11.0,Active,0,0
1710643,391867,-44,12.0,3.0,Active,0,0
2755789,299285,-5,8.0,7.0,Active,0,0
2128034,305324,-18,12.0,11.0,Active,0,0
1155914,136720,-30,12.0,3.0,Active,0,0
1586544,374576,-49,6.0,4.0,Active,0,0
1803379,351301,-12,12.0,3.0,Active,0,0
1785312,403187,-4,60.0,31.0,Active,0,0
1262390,271727,-62,12.0,1.0,Active,0,0
1011836,418601,-15,30.0,23.0,Active,0,0
1683752,221625,-76,10.0,8.0,Active,0,0
2578582,297931,-54,12.0,8.0,Active,0,0
1290554,347784,-64,12.0,4.0,Active,0,0
1509949,169970,-14,,,Signed,0,0
2397662,198007,-78,8.0,0.0,Active,419,0
2401839,445756,-6,18.0,4.0,Active,0,0
2431960,376411,-37,24.0,11.0,Active,0,0
1569682,136233,-22,24.0,13.0,Active,0,0
1320967,123850,-53,18.0,7.0,Active,0,0
2099173,368422,-13,6.0,4.0,Active,0,0
2539283,226389,-17,12.0,11.0,Active,0,0
1746766,452626,-14,6.0,0.0,Completed,0,0
1780487,446409,-13,1.0,0.0,Completed,0,0
2749829,443809,-18,12.0,8.0,Active,0,0
2075998,187694,-43,42.0,37.0,Active,0,0
1864392,299527,-50,10.0,10.0,Active,0,0
1543086,355861,-75,6.0,3.0,Active,0,0
2833181,290808,-51,12.0,9.0,Active,0,0
1054012,309458,-22,24.0,9.0,Active,0,0
2108462,185514,-74,5.0,5.0,Signed,0,0
1347433,194773,-28,6.0,1.0,Active,0,0
2349977,218084,-17,12.0,9.0,Active,0,0
1574151,153995,-64,10.0,4.0,Active,0,0
1752394,323959,-12,18.0,15.0,Active,0,0
2495646,196647,-65,10.0,4.0,Active,0,0
1903115,333826,-32,6.0,5.0,Active,0,0
2480293,256446,-74,5.0,2.0,Active,0,0
1877884,169068,-44,6.0,3.0,Active,0,0
1287748,139866,-70,10.0,9.0,Active,0,0
2272806,188376,-83,10.0,6.0,Active,0,0
1054600,383985,-19,12.0,2.0,Active,0,0
1668970,138222,-4,60.0,39.0,Active,0,0
2475644,265774,-6,16.0,4.0,Active,0,0
2630737,445158,-14,6.0,0.0,Completed,0,0
1082811,400319,-55,10.0,7.0,Active,0,0
2751567,102139,-78,18.0,17.0,Active,0,0
1008315,326697,-61,10.0,4.0,Active,0,0
2703880,298907,-6,24.0,24.0,Active,0,0
2394153,380717,-36,12.0,12.0,Active,0,0
1421352,443266,-32,36.0,16.0,Active,0,0
1025097,287883,-17,18.0,10.0,Active,0,0
1364197,337651,-10,12.0,11.0,Active,0,0
1779605,404813,-8,16.0,0.0,Completed,0,0
2313730,310257,-15,11.0,5.0,Active,0,0
1334247,378473,-22,24.0,13.0,Active,0,0
1395802,328775,-28,24.0,23.0,Active,0,0
2671609,352563,-26,12.0,10.0,Active,0,0
2559116,305490,-7,12.0,5.0,Active,0,0
2809331,251480,-13,24.0,16.0,Active,0,0
1747230,308343,-56,12.0,4.0,Active,0,0
1925709,327224,-78,12.0,8.0,Active,0,0
2563252,163839,-32,12.0,7.0,Active,0,0
2274463,242222,-30,12.0,11.0,Active,0,0
1109646,439503,-14,36.0,13.0,Active,0,0
2121017,194332,-56,10.0,3.0,Active,0,0
2235325,328610,-24,24.0,11.0,Active,0,0
1286312,171961,-13,24.0,14.0,Active,0,0
1413321,275184,-82,9.0,5.0,Active,0,0
2622267,422724,-75,8.0,7.0,Active,0,0
2001041,311084,-87,4.0,1.0,Active,0,0
1584937,366876,-44,18.0,1.0,Active,0,0
1230338,303204,-32,8.0,4.0,Active,0,0
2102046,109399,-86,6.0,6.0,Active,0,0
1104805,373575,-30,60.0,55.0,Active,0,0
1563371,108381,-50,48.0,3.0,Active,0,0
2257271,304488,-49,24.0,13.0,Active,0,0
2127171,321394,-3,60.0,51.0,Active,0,0
2241222,191488,-9,12.0,1.0,Active,0,0
1642755,330496,-38,18.0,18.0,Active,0,0
1740497,102643,-90,8.0,0.0,Active,0,0
1802003,401806,-33,12.0,12.0,Active,0,0
1615072,120847,-15,6.0,5.0,Active,0,0
1028866,429839,-4,10.0,0.0,Completed,0,0
1498441,123626,-7,60.0,37.0,Active,0,0
1897040,389385,-12,18.0,17.0,Active,0,0
1775445,265004,-94,6.0,5.0,Active,0,0
2767829,328711,-45,36.0,35.0,Active,0,0
1189664,417492,-8,24.0,23.0,Active,0,0
1437606,383783,-19,12.0,9.0,Active,0,0
2463911,377458,-11,12.0,11.0,Active,0,0
2143082,112304,-6,21.0,0.0,Completed,0,0
2385921,148847,-66,8.0,8.0,Signed,0,0
1085577,435696,-61,10.0,2.0,Active,0,0
2098777,153729,-17,6.0,5.0,Active,0,0
2726303,181039,-26,24.0,24.0,Active,0,0
1564632,414081,-68,6.0,4.0,Active,0,0
2310982,369304,-94,6.0,4.0,Active,0,0
1316185,442668,-24,13.0,10.0,Active,0,0
2102621,265904,-13,24.0,21.0,Active,0,0
1365616,282630,-44,6.0,2.0,Active,0,0
1212201,327117,-93,7.0,1.0,Active,0,0
1765549,441120,-16,6.0,2.0,Active,0,0
2418120,360820,-22,18.0,16.0,Active,0,0
2180624,401136,-82,7.0,7.0,Active,0,0
1313534,404556,-58,6.0,1.0,Active,0,0
1613107,424834,-30,24.0,21.0,Active,0,0
1251439,378396,-45,12.0,1.0,Active,0,0
2192948,434670,-60,10.0,8.0,Active,0,0
2592327,232844,-37,12.0,9.0,Active,0,0
2526743,243710,-25,18.0,11.0,Active,0,0
1320445,193136,-84,10.0,10.0,Active,0,0
1319280,183337,-62,6.0,0.0,Active,1361,0
2499586,245157,-5,10.0,2.0,Active,0,0
2586139,183345,-20,12.0,3.0,Active,0,0
1977707,380749,-66,12.0,4.0,Active,0,0
1895764,333896,-53,12.0,8.0,Active,0,0
1254383,241462,-58,12.0,6.0,Active,0,0
2527076,329696,-16,36.0,32.0,Active,0,0
1911530,238577,-88,6.0,1.0,Active,0,0
1468527,453520,-28,12.0,12.0,Active,0,0
2696368,450976,-5,12.0,5.0,Active,0,0
1948200,307989,-15,24.0,11.0,Active,0,0
2128363,353176,-6,48.0,41.0,Active,0,0
1137463,127137,-16,36.0,21.0,Active,0,0
2785452,394217,-92,10.0,5.0,Active,0,0
1881079,435677,-61,20.0,20.0,Active,0,0
1893824,137853,-33,12.0,12.0,Active,0,0
1186648,126823,-56,9.0,2.0,Active,0,0
1218040,162152,-6,60.0,56.0,Active,0,0
1289105,123120,-27,10.0,1.0,Active,0,0
1071516,359762,-38,4.0,3.0,Active,0,0
2592765,306595,-49,32.0,1.0,Active,0,0
1536830,172704,-56,12.0,0.0,Completed,0,0
1744141,279261,-29,24.0,0.0,Completed,0,0
1796865,194874,-18,36.0,30.0,Active,0,0
1360024,157864,-9,12.0,1.0,Active,0,0
1692889,419083,-48,8.0,2.0,Active,0,0
2373801,360428,-43,6.0,0.0,Completed,0,0
1698058,178882,-10,60.0,45.0,Active,0,0
2832283,228251,-4,18.0,9.0,Active,0,0
1815528,374512,-22,6.0,1.0,Active,0,0
1905208,281093,-26,12.0,3.0,Active,0,0
2211809,172246,-22,12.0,10.0,Active,0,0
2378847,104681,-16,24.0,18.0,Active,0,0
2702802,329834,-19,9.0,1.0,Active,12,0
1776230,154254,-18,10.0,5.0,Active,0,0
2073717,355291,-51,10.0,4.0,Active,0,0
2755759,311279,-94,11.0,9.0,Active,0,0
2722927,287077,-83,20.0,14.0,Active,0,0
2392240,161928,-13,24.0,19.0,Active,0,0
2138253,440936,-5,10.0,9.0,Active,0,0
1282146,332852,-8,24.0,24.0,Active,0,0
1718003,434642,-79,12.0,1.0,Active,0,0
1267176,436411,-33,8.0,8.0,Active,0,0
2286485,349874,-66,12.0,5.0,Active,0,0
2108023,415067,-40,12.0,3.0,Active,0,0
1130505,288882,-69,18.0,13.0,Active,0,0
2226128,326367,-19,24.0,16.0,Active,0,0
2332376,404707,-96,6.0,0.0,Completed,0,0
1037838,204705,-8,18.0,16.0,Active,0,0
2045618,189664,-39,18.0,1.0,Active,0,0
2194430,320269,-7,12.0,12.0,Active,0,0
1444894,136029,-39,12.0,6.0,Active,0,0
2696999,341215,-76,13.0,3.0,Active,0,0
1640681,423464,-18,48.0,44.0,Active,0,0
1480581,286636,-33,10.0,0.0,Completed,0,0
1061156,236895,-24,18.0,17.0,Active,0,0
1389505,378308,-61,12.0,10.0,Active,0,0
1302574,280659,-17,30.0,20.0,Active,0,0
2563555,144059,-2,36.0,19.0,Active,0,0
2725225,292838,-40,6.0,5.0,Active,0,0
2511211,257539,-9,6.0,0.0,Active,0,0
2269829,120985,-82,6.0,3.0,Active,0,0
2439612,426230,-84,6.0,5.0,Active,0,0
2053536,250465,-70,10.0,9.0,Active,0,0
1267753,383107,-10,6.0,5.0,Active,0,0
1053660,353830,-14,12.0,11.0,Active,0,0
1976202,198600,-23,5.0,0.0,Completed,0,0
2037103,357382,-3,10.0,4.0,Active,0,0
2605309,310271,-8,48.0,47.0,Active,0,0
1301560,360245,-27,36.0,35.0,Active,0,0
1693554,302973,-46,10.0,7.0,Active,0,0
1799850,226936,-26,36.0,30.0,Active,0,0
1467931,250124,-47,12.0,0.0,Completed,0,0
1161043,225415,-52,8.0,1.0,Active,0,0
2161912,126770,-44,7.0,0.0,Active,0,0
2652457,221019,-14,18.0,16.0,Active,0,0
1973695,303232,-17,6.0,4.0,Active,0,0
2578349,439471,-29,60.0,58.0,Active,0,0
1572249,252745,-18,18.0,14.0,Active,0,0
1420859,317850,-31,12.0,8.0,Active,0,0
2290057,374907,-58,10.0,1.0,Active,0,0
1377646,295946,-80,7.0,7.0,Active,0,0
1975762,141194,-14,18.0,0.0,Completed,0,0
1185385,299076,-36,12.0,11.0,Active,0,0
1937286,448925,-40,12.0,11.0,Active,0,0
1054512,184242,-62,9.0,3.0,Active,0,0
2306594,131468,-78,11.0,10.0,Active,0,0
2448311,402441,-21,6.0,4.0,Active,0,0
2791828,243584,-40,12.0,2.0,Active,0,0
1522173,176499,-92,10.0,8.0,Active,0,0
1948389,399753,-57,24.0,0.0,Active,2,2
2672465,301253,-2,24.0,10.0,Active,0,0
1768170,243167,-96,12.0,0.0,Completed,0,0
1577259,103040,-6,36.0,4.0,Active,0,0
1915337,254433,-8,24.0,19.0,Active,0,0
1825222,143346,-44,8.0,0.0,Active,0,0
1668716,314006,-8,19.0,0.0,Completed,0,0
1448297,302329,-5,35.0,7.0,Active,0,0
2761686,398258,-83,12.0,11.0,Active,0,0
1950557,294930,-23,24.0,20.0,Active,0,0
1812068,442097,-8,36.0,36.0,Active,0,0
1188756,134260,-52,24.0,24.0,Active,0,0
1948209,168486,-7,18.0,3.0,Active,3,3
2747839,283019,-73,10.0,2.0,Active,8,0
1319073,150258,-45,18.0,15.0,Active,0,0
1327666,415058,-66,12.0,3.0,Active,0,0
2001263,366868,-66,9.0,7.0,Active,0,0
2765624,173571,-32,10.0,0.0,Completed,0,0
1585297,243489,-31,60.0,51.0,Active,0,0
2166317,306419,-61,10.0,5.0,Active,0,0
1514336,453181,-83,10.0,8.0,Active,0,0
2204214,342548,-18,5.0,0.0,Completed,0,0
1362456,390873,-2,18.0,10.0,Active,0,0
1612785,312662,-14,9.0,0.0,Completed,0,0
1798525,361263,-35,36.0,34.0,Active,0,0
1473703,228407,-45,12.0,2.0,Active,3,3
2002155,195383,-28,6.0,0.0,Completed,0,0
1627338,118980,-37,12.0,1.0,Active,0,0
2716717,435552,-70,9.0,9.0,Active,0,0
2230188,339260,-10,24.0,9.0,Active,0,0
1035094,147881,-16,12.0,3.0,Active,0,0
2200444,379838,-28,6.0,3.0,Active,0,0
1446276,128797,-77,10.0,7.0,Active,0,0
1448497,192252,-2,30.0,13.0,Active,0,0
2465753,257523,-2,10.0,8.0,Active,0,0
2124888,119879,-1,36.0,32.0,Active,0,0
2229474,206625,-54,17.0,16.0,Active,0,0
1961993,416748,-56,10.0,1.0,Active,0,0
1613572,209733,-54,12.0,4.0,Active,0,0
1946624,293222,-44,12.0,2.0,Active,0,0
2167855,364577,-48,6.0,0.0,Active,887,0
1053308,377552,-4,12.0,12.0,Active,0,0
1132006,169612,-5,24.0,22.0,Active,0,0
1041547,211000,-20,12.0,1.0,Active,0,0
1369810,331343,-41,16.0,2.0,Active,0,0
2372364,158016,-29,18.0,16.0,Active,0,0
1024427,275966,-66,10.0,10.0,Active,0,0
2192918,308844,-67,12.0,1.0,Active,0,0
2463536,416562,-66,12.0,3.0,Active,0,0
1236085,332477,-22,36.0,17.0,Active,0,0
2353157,180370,-1,48.0,43.0,Active,0,0
1880299,305721,-3,36.0,23.0,Active,0,0
1590358,185547,-17,18.0,7.0,Active,0,0
2640663,149194,-33,10.0,5.0,Active,0,0
2843411,331278,-11,10.0,4.0,Active,0,0
1687157,279984,-22,48.0,44.0,Active,0,0
1683958,126611,-78,12.0,8.0,Active,0,0
2203468,229656,-27,12.0,12.0,Active,0,0
1386306,155219,-37,24.0,13.0,Active,0,0
1284559,352161,-5,6.0,5.0,Active,0,0
2696447,405187,-40,6.0,1.0,Active,0,0
2267992,114194,-55,15.0,3.0,Active,0,0
1569250,169241,-62,13.0,10.0,Active,0,0
1268460,230506,-37,32.0,31.0,Active,0,0
1110260,454809,-42,24.0,14.0,Active,0,0
2080592,347244,-56,18.0,0.0,Active,0,0
2517311,269747,-19,12.0,0.0,Active,0,0
2414497,429987,-18,8.0,0.0,Completed,0,0
1276926,265733,-81,10.0,8.0,Active,0,0
2008185,303452,-11,60.0,48.0,Active,0,0
1381529,377997,-7,12.0,0.0,Completed,0,0
2822387,237669,-58,10.0,5.0,Active,0,0
2132191,288741,-63,5.0,2.0,Active,0,0
2227696,268893,-43,12.0,12.0,Active,0,0
1256446,419310,-44,12.0,5.0,Active,0,0
2382954,248020,-22,24.0,12.0,Active,0,0
2585634,265117,-20,36.0,12.0,Active,0,0
1574826,388735,-23,24.0,3.0,Active,0,0
2173078,423969,-9,10.0,3.0,Active,0,0
1000921,175025,-22,36.0,12.0,Active,0,0
1234133,302705,-61,10.0,4.0,Active,0,0
1461231,227265,-5,8.0,1.0,Active,0,0
1921899,315462,-62,5.0,5.0,Active,0,0
2291349,173139,-15,60.0,57.0,Active,0,0
2194564,350202,-17,24.0,19.0,Active,0,0
1486386,207625,-39,60.0,14.0,Active,0,0
2765742,246374,-60,4.0,0.0,Completed,0,0
1643536,446711,-35,18.0,5.0,Active,0,0
1313433,322735,-48,10.0,7.0,Active,0,0
1740756,262954,-43,12.0,3.0,Active,0,0
1584367,127267,-26,24.0,14.0,Active,0,0
1415727,176959,-15,30.0,25.0,Active,0,0
1975475,232015,-20,12.0,9.0,Active,0,0
1830328,344837,-19,36.0,36.0,Active,0,0
1678801,262698,-42,12.0,9.0,Active,0,0
1987236,304330,-70,18.0,12.0,Active,0,0
2426295,356974,-38,24.0,20.0,Active,0,0
1639293,424602,-85,10.0,8.0,Active,0,0
1787607,438275,-8,18.0,12.0,Active,0,0
1416577,211115,-15,6.0,6.0,Active,0,0
1130861,393987,-24,18.0,4.0,Active,0,0
1351058,389965,-2,12.0,3.0,Active,0,0
2204850,381738,-44,10.0,4.0,Active,0,0
1822824,427627,-28,12.0,9.0,Active,0,0
1676997,303898,-64,12.0,6.0,Active,0,0
2412304,412400,-63,10.0,10.0,Active,0,0
1509700,420417,-83,30.0,24.0,Active,0,0
1423715,451788,-23,12.0,10.0,Active,0,0
2510290,394045,-65,6.0,2.0,Signed,0,0
2333617,249883,-26,48.0,32.0,Active,0,0
2180917,134122,-42,12.0,8.0,Active,0,0
1412442,146621,-63,36.0,7.0,Active,0,0
1676691,196502,-53,12.0,4.0,Active,0,0
1197463,310930,-36,18.0,10.0,Active,0,0
1574375,406579,-16,18.0,9.0,Active,0,0
1665161,159294,-10,12.0,3.0,Active,0,0
1900637,136551,-76,11.0,7.0,Active,0,0
1327637,224847,-70,34.0,30.0,Active,0,0
1390296,284068,-50,12.0,6.0,Active,0,0
2087303,437204,-20,12.0,0.0,Completed,1592,0
2324533,342639,-60,6.0,1.0,Active,0,0
1777303,392156,-17,12.0,7.0,Active,0,0
1410871,419624,-57,24.0,0.0,Completed,0,0
1053858,118197,-20,24.0,16.0,Active,0,0
2346501,237951,-15,36.0,15.0,Active,8,8
2051674,324165,-42,10.0,3.0,Active,0,0
2572553,443111,-78,24.0,10.0,Active,0,0
2270268,217100,-15,12.0,3.0,Active,0,0
2513253,270469,-46,36.0,36.0,Active,0,0
1053107,259106,-33,18.0,11.0,Active,0,0
2588262,382181,-16,48.0,34.0,Active,0,0
2386816,285101,-2,18.0,2.0,Active,0,0
2738438,133915,-44,24.0,4.0,Active,0,0
1380579,158260,-13,6.0,4.0,Active,0,0
1156874,211978,-30,12.0,7.0,Active,0,0
1270855,196828,-80,7.0,3.0,Active,0,0
2026969,380015,-45,12.0,9.0,Active,0,0
1801372,416461,-1,12.0,0.0,Active,0,0
2138769,166603,-94,10.0,5.0,Active,0,0
1338855,390132,-13,6.0,0.0,Demand,0,0
2465860,374781,-5,18.0,15.0,Active,0,0
1112351,265722,-40,48.0,41.0,Active,0,0
2128115,255228,-90,12.0,8.0,Active,0,0
2190460,420217,-77,12.0,1.0,Active,0,0
2497351,352011,-7,48.0,47.0,Active,0,0
1829885,209831,-14,18.0,8.0,Active,0,0
2284024,307462,-14,48.0,32.0,Active,1,1
1898447,276706,-1,12.0,5.0,Active,0,0
1624626,266446,-42,12.0,0.0,Completed,0,0
2632394,108386,-83,19.0,16.0,Active,0,0
1844755,255938,-93,10.0,5.0,Active,0,0
1267659,210222,-17,18.0,17.0,Active,0,0
1276527,180129,-79,12.0,2.0,Active,0,0
1125139,279501,-18,36.0,23.0,Active,0,0
1849214,440105,-9,24.0,8.0,Active,0,0
1207384,298188,-22,1.0,0.0,Completed,0,0
1947713,376865,-32,18.0,0.0,Completed,0,0
1998739,269075,-32,5.0,0.0,Active,0,0
2371005,380044,-90,10.0,8.0,Active,0,0
1081797,441978,-13,5.0,0.0,Completed,0,0
2641673,386705,-19,10.0,2.0,Active,0,0
1840653,143352,-76,10.0,4.0,Active,0,0
1372856,233722,-9,18.0,1.0,Active,0,0
1432138,178558,-32,24.0,13.0,Active,0,0
1398196,233396,-23,24.0,13.0,Active,0,0
2505604,235399,-51,12.0,11.0,Active,0,0
2601342,343120,-82,4.0,0.0,Completed,0,0
2029437,414431,-18,6.0,1.0,Active,0,0
1847021,404428,-93,10.0,5.0,Active,1,1
1717597,196532,-18,12.0,8.0,Active,0,0
1087820,254952,-28,30.0,28.0,Active,0,0
1175916,124227,-34,36.0,34.0,Active,0,0
1034268,414265,-66,6.0,6.0,Active,0,0
1522692,274199,-12,60.0,42.0,Active,0,0
2308148,191720,-50,16.0,2.0,Active,0,0
2126876,280370,-12,60.0,39.0,Active,0,0
2553775,443172,-51,6.0,6.0,Active,0,0
2584777,126023,-18,10.0,5.0,Active,0,0
2085135,332715,-16,36.0,27.0,Active,0,0
1542613,226091,-40,6.0,3.0,Active,0,0
2051404,213867,-38,6.0,5.0,Active,0,0
1356469,178158,-96,4.0,0.0,Active,630,0
1261045,279760,-34,24.0,8.0,Active,0,0
2180900,299965,-19,6.0,6.0,Signed,0,0
1481320,286218,-72,10.0,2.0,Active,0,0
2340499,285347,-41,36.0,27.0,Active,0,0
1233355,330202,-42,14.0,2.0,Active,0,0
1025455,418881,-23,24.0,6.0,Active,0,0
2825096,317555,-15,18.0,18.0,Signed,0,0
2208316,431853,-36,12.0,7.0,Active,0,0
1861184,399882,-2,10.0,6.0,Active,0,0
1735935,325815,-38,6.0,5.0,Active,0,0
2029355,144846,-6,12.0,9.0,Active,0,0
2463168,264045,-11,12.0,5.0,Active,0,0
1513995,222983,-80,20.0,15.0,Active,0,0
1309976,312328,-14,12.0,7.0,Active,0,0
2467071,201855,-58,5.0,3.0,Active,0,0
1499692,239562,-35,8.0,0.0,Completed,0,0
2465311,198718,-95,4.0,0.0,Active,0,0
2641777,211080,-34,30.0,27.0,Active,0,0
1876965,299146,-16,54.0,40.0,Active,0,0
1946701,156713,-26,24.0,18.0,Active,0,0
1699416,407126,-8,12.0,11.0,Active,0,0
1377733,205898,-4,36.0,11.0,Active,0,0
1537134,368043,-7,24.0,19.0,Active,0,0
2458459,243631,-2,12.0,10.0,Active,0,0
2408434,342194,-6,36.0,30.0,Active,0,0
2580154,425205,-11,24.0,0.0,Completed,0,0
2801577,284260,-70,16.0,0.0,Active,0,0
1280071,118068,-61,10.0,9.0,Active,0,0
2430159,195410,-10,12.0,8.0,Active,0,0
2294310,381420,-4,36.0,23.0,Active,0,0
2292724,259581,-27,1.0,0.0,Active,0,0
1636139,217790,-11,12.0,10.0,Active,0,0
1800815,309460,-22,12.0,1.0,Active,0,0
2310167,146802,-33,24.0,20.0,Active,0,0
2207168,394315,-76,10.0,1.0,Active,0,0
1224705,341516,-34,24.0,16.0,Active,0,0
2473067,349066,-14,8.0,4.0,Active,0,0
1982782,376635,-61,12.0,6.0,Active,0,0
1306955,278944,-5,18.0,10.0,Active,0,0
2794440,170571,-87,4.0,0.0,Completed,0,0
1326683,255922,-95,10.0,9.0,Active,0,0
1730697,453811,-79,10.0,1.0,Active,0,0
2403069,113588,-84,10.0,0.0,Completed,0,0
1307919,209845,-12,4.0,0.0,Completed,0,0
1814850,403493,-8,6.0,2.0,Active,0,0
1096387,361099,-75,6.0,4.0,Active,0,0
2403919,352919,-10,54.0,37.0,Active,0,0
1715462,333632,-7,10.0,6.0,Active,0,0
2000264,448067,-66,12.0,10.0,Active,0,0
2630222,256856,-21,12.0,8.0,Active,0,0
2055727,263226,-72,24.0,7.0,Active,0,0
2080086,288844,-54,11.0,1.0,Active,0,0
2725206,318888,-29,6.0,0.0,Completed,0,0
1697599,257717,-6,18.0,13.0,Active,0,0
2242801,382731,-4,24.0,18.0,Active,0,0
2827409,401721,-90,12.0,12.0,Active,0,0
2032285,365576,-13,24.0,24.0,Active,0,0
2085811,315116,-6,24.0,17.0,Active,0,0
1466367,151200,-14,18.0,16.0,Active,0,0
2473235,134683,-80,12.0,10.0,Active,0,0
1839013,276818,-87,4.0,0.0,Active,94,0
2111111,302817,-22,12.0,7.0,Active,0,0
1462416,159924,-7,12.0,5.0,Active,0,0
1740230,145712,-30,13.0,0.0,Completed,0,0
1171388,149616,-13,10.0,8.0,Active,0,0
1257241,127366,-39,18.0,10.0,Active,0,0
1937763,181950,-4,36.0,13.0,Active,0,0
1471351,123266,-23,36.0,20.0,Active,0,0
2585672,291972,-95,6.0,0.0,Active,7,7
2425475,196099,-65,24.0,2.0,Active,0,0
1831352,241484,-46,7.0,5.0,Active,0,0
2189174,239212,-12,24.0,21.0,Active,0,0
2444657,268404,-13,48.0,24.0,Active,0,0
1239141,145464,-32,12.0,4.0,Active,0,0
1543289,237291,-29,10.0,6.0,Active,0,0
1736977,307077,-12,36.0,26.0,Active,0,0
1394661,437778,-20,12.0,11.0,Active,0,0
2261765,350873,-2,12.0,4.0,Active,0,0
1465242,169447,-18,6.0,5.0,Active,0,0
1186137,219252,-34,12.0,10.0,Active,0,0
2416720,418327,-43,6.0,0.0,Completed,1391,0
2698400,372225,-65,9.0,3.0,Active,0,0
1522885,214776,-57,10.0,9.0,Active,0,0
1034192,126490,-7,11.0,1.0,Active,0,0
2188613,371857,-69,24.0,20.0,Active,0,0
2233652,398050,-29,1.0,1.0,Active,0,0
1895131,429211,-4,12.0,0.0,Completed,0,0
1799983,171126,-55,20.0,31.0,Active,0,0
1169345,105737,-35,12.0,9.0,Active,0,0
1585473,372212,-35,10.0,9.0,Active,0,0
2585828,404095,-41,6.0,0.0,Completed,0,0
2282763,142970,-25,36.0,29.0,Active,0,0
2631901,349792,-17,48.0,30.0,Active,6,6
2246909,448657,-35,12.0,1.0,Active,0,0
1793359,354619,-27,20.0,18.0,Active,0,0
2438532,203036,-57,8.0,7.0,Active,0,0
1989542,216732,-67,12.0,11.0,Active,0,0
2536741,152283,-12,12.0,3.0,Active,0,0
2395783,113758,-3,12.0,8.0,Active,0,0
2491064,301876,-30,24.0,2.0,Active,0,0
2206481,177685,-20,24.0,24.0,Active,0,0
2096020,140017,-23,24.0,15.0,Active,0,0
2682236,115060,-33,10.0,6.0,Active,0,0
1603050,142362,-17,36.0,25.0,Active,0,0
1910281,275462,-3,24.0,0.0,Completed,0,0
1970067,393075,-35,36.0,6.0,Active,0,0
1894405,376267,-67,12.0,1.0,Active,0,0
1557504,378240,-35,14.0,9.0,Active,0,0
2526549,355180,-61,24.0,23.0,Active,0,0
2303678,281485,-23,12.0,0.0,Active,0,0
1959161,445278,-7,12.0,8.0,Active,0,0
1623061,389340,-7,18.0,2.0,Active,0,0
1537115,427385,-7,30.0,17.0,Active,0,0
2496327,288492,-18,12.0,12.0,Active,0,0
1985590,432615,-45,5.0,1.0,Active,0,0
2167908,268483,-7,12.0,1.0,Active,0,0
2662382,189462,-7,36.0,32.0,Active,0,0
1406939,438260,-28,18.0,12.0,Active,0,0
1006799,270915,-79,24.0,17.0,Active,0,0
1160572,315478,-70,9.0,6.0,Active,0,0
2429531,420004,-9,6.0,5.0,Active,0,0
1410931,322356,-4,48.0,22.0,Active,0,0
1334874,275658,-89,10.0,0.0,Active,0,0
1471756,245372,-7,12.0,9.0,Active,0,0
1362835,138550,-6,36.0,4.0,Active,0,0
1490353,135446,-80,8.0,2.0,Active,0,0
1355943,399505,-18,24.0,15.0,Active,0,0
1925491,388856,-32,36.0,29.0,Active,0,0
1188309,333564,-65,9.0,6.0,Active,0,0
2126307,224785,-17,60.0,54.0,Active,0,0
2188342,340305,-2,31.0,10.0,Active,0,0
2348022,208076,-21,18.0,10.0,Active,0,0
2795067,291647,-11,10.0,8.0,Active,0,0
1170420,101447,-15,24.0,12.0,Active,0,0
2341931,299090,-14,24.0,9.0,Active,0,0
1685117,134144,-17,12.0,8.0,Active,0,0
1396340,294348,-60,24.0,10.0,Active,0,0
2594256,246554,-13,19.0,0.0,Completed,0,0
1232926,174976,-15,12.0,12.0,Active,0,0
1112219,328825,-21,18.0,13.0,Active,0,0
1568797,199747,-3,12.0,4.0,Active,0,0
1719123,442129,-23,19.0,4.0,Active,4,4
2134060,281711,-73,6.0,0.0,Completed,0,0
1183402,450247,-30,12.0,11.0,Active,0,0
1432074,184207,-22,,,Signed,0,0
1103885,182931,-82,4.0,4.0,Active,0,0
2575059,303408,-10,36.0,10.0,Active,0,0
1515983,225711,-27,10.0,10.0,Active,0,0
1870967,211903,-19,12.0,11.0,Active,0,0
2102474,315741,-41,4.0,4.0,Signed,0,0
1946096,147451,-3,12.0,7.0,Active,0,0
2728486,235370,-17,10.0,9.0,Active,0,0
1188378,353982,-14,36.0,32.0,Active,0,0
2070632,423139,-17,36.0,23.0,Active,0,0
1132544,210434,-23,10.0,5.0,Active,0,0
2583447,336167,-26,36.0,26.0,Active,0,0
1760000,273023,-10,60.0,44.0,Active,0,0
1139184,317066,-91,6.0,5.0,Active,0,0
